episode,reward,steps,epsilon,alpha,is_slippery,seed,backend
471,0.0,17,0.09480864735409487,0.1,True,2,native
472,0.0,13,0.0943346041173244,0.1,True,2,native
473,0.0,10,0.09386293109673778,0.1,True,2,native
474,0.0,10,0.09339361644125409,0.1,True,2,native
475,0.0,5,0.09292664835904782,0.1,True,2,native
476,0.0,24,0.09246201511725258,0.1,True,2,native
477,0.0,20,0.09199970504166631,0.1,True,2,native
478,0.0,7,0.09153970651645797,0.1,True,2,native
479,0.0,3,0.09108200798387568,0.1,True,2,native
480,0.0,20,0.0906265979439563,0.1,True,2,native
481,0.0,7,0.09017346495423652,0.1,True,2,native
482,0.0,11,0.08972259762946533,0.1,True,2,native
483,0.0,8,0.089273984641318,0.1,True,2,native
484,0.0,11,0.0888276147181114,0.1,True,2,native
485,0.0,13,0.08838347664452084,0.1,True,2,native
486,0.0,7,0.08794155926129824,0.1,True,2,native
487,0.0,6,0.08750185146499175,0.1,True,2,native
488,0.0,23,0.08706434220766679,0.1,True,2,native
489,0.0,9,0.08662902049662846,0.1,True,2,native
490,0.0,9,0.08619587539414532,0.1,True,2,native
491,0.0,5,0.08576489601717459,0.1,True,2,native
492,0.0,8,0.08533607153708872,0.1,True,2,native
493,0.0,19,0.08490939117940327,0.1,True,2,native
494,0.0,20,0.08448484422350626,0.1,True,2,native
495,0.0,11,0.08406242000238873,0.1,True,2,native
496,0.0,18,0.08364210790237678,0.1,True,2,native
497,0.0,5,0.0832238973628649,0.1,True,2,native
498,0.0,5,0.08280777787605056,0.1,True,2,native
499,0.0,58,0.08239373898667031,0.1,True,2,native
500,0.0,14,0.08198177029173696,0.1,True,2,native
501,0.0,6,0.08157186144027828,0.1,True,2,native
502,0.0,11,0.0811640021330769,0.1,True,2,native
503,0.0,12,0.08075818212241151,0.1,True,2,native
504,0.0,11,0.08035439121179945,0.1,True,2,native
505,0.0,7,0.07995261925574046,0.1,True,2,native
506,0.0,8,0.07955285615946175,0.1,True,2,native
507,0.0,12,0.07915509187866444,0.1,True,2,native
508,0.0,17,0.07875931641927113,0.1,True,2,native
509,0.0,9,0.07836551983717477,0.1,True,2,native
510,0.0,3,0.07797369223798889,0.1,True,2,native
511,0.0,8,0.07758382377679894,0.1,True,2,native
512,0.0,9,0.07719590465791494,0.1,True,2,native
513,0.0,3,0.07680992513462537,0.1,True,2,native
